id,source_entity,target_entity,pe_confidence,independent_sources,source_families,raw_signals,syndication_ratio,subject_mentions,object_mentions,desk_geo_hit,desk_entity_hit,age_days,c_multi_source,c_source_diversity,c_salience,c_desk_relevance,qual_score,qualifies,retention,stratum,idx
94933870-3c4f-47e5-8e28-a686ef18593c,India,Romania,0.4,1,1,1,1.0,1003,110,True,True,9.9,0.0,0.0,0.7576,1.0,0.3015,False,keep,S2_mid,59
95ab34e8-1acb-4c87-b330-eae5665d92cb,Essequibo,Mark Phillips,0.45000002,2,2,2,1.0,2,3,False,False,13.7,0.3333,1.0,0.1767,0.0,0.3853,False,keep,S2_mid,60
97bcd17c-9c53-4814-bdb5-a70af94fda0c,LAF,Lebanon,0.45000002,2,2,2,1.0,2,1094,False,False,2.3,0.3333,1.0,0.1767,0.0,0.3853,False,keep,S2_mid,61
99b12914-a72d-4687-84ac-9445e7949e11,Village People,Willis,0.45000002,2,2,2,1.0,4,4,False,False,33.2,0.3333,1.0,0.2589,0.0,0.4018,False,retire,S2_mid,62
9c5c913e-1559-4797-86f1-82c85e3cceb2,China,Los Angeles,0.4,1,1,1,1.0,1400,146,True,True,29.4,0.0,0.0,0.8028,1.0,0.3106,False,keep,S2_mid,63
9d760468-6580-4c1f-8b38-41be7d4ab6d1,Belarus,Israel,0.4,1,1,1,1.0,252,2982,False,True,48.8,0.0,0.0,0.8901,1.0,0.328,False,retire,S2_mid,64
a85a6061-3d2d-4713-873a-6e20bf0dd401,Andean,Keiko Fujimori,0.5,2,2,3,1.5,5,43,False,False,5.1,0.3333,1.0,0.2882,0.0,0.4076,False,keep,S2_mid,65
b317e410-96c2-4aa6-9efb-b16c6851a62e,France,SEOUL,0.45000002,1,1,2,2.0,1932,1948,True,True,22.1,0.0,0.0,1.0,1.0,0.35,False,keep,S2_mid,66
b690be95-20e5-4e1c-9d0b-75c8e1d240bc,Liberia,United States,0.45000002,1,1,2,2.0,126,9204,False,True,6.2,0.0,0.0,0.7792,1.0,0.3058,False,keep,S2_mid,67
ba490a50-a24f-4413-af51-d52db43d1672,England,South Africa,0.5,1,1,3,3.0,564,478,True,True,30.0,0.0,0.0,0.9928,1.0,0.3486,False,retire,S2_mid,68
bed07c7c-6e40-40df-bb91-0cbd65309ee7,S. Korea,United Kingdom,0.55,1,1,4,4.0,370,1339,True,True,10.6,0.0,0.0,0.9517,1.0,0.3403,False,keep,S2_mid,69
c5bb1e60-1696-426b-9032-fafdde46e099,Italy,White House,0.4,1,1,1,1.0,470,215,True,True,25.3,0.0,0.0,0.8647,1.0,0.3229,False,keep,S2_mid,70
c922ecff-d87d-4517-926e-d66b2a396fbe,Ra’am,anti - Netanyahu,0.45000002,2,2,2,1.0,4,2,False,False,1.1,0.3333,1.0,0.1767,0.0,0.3853,False,keep,S2_mid,71
ceacab34-1fd7-4014-8b67-cc77ccd72258,Belgium,United Kingdom,0.4,1,1,1,1.0,282,1339,False,True,21.1,0.0,0.0,0.9081,1.0,0.3316,False,keep,S2_mid,72
d3c00193-9a47-4c94-ba1c-3bb01cace340,India,Nigeria,0.4,1,1,1,1.0,1003,395,True,True,17.8,0.0,0.0,0.9622,1.0,0.3424,False,keep,S2_mid,73
d41b6104-0532-4eb7-9349-f1d339f7e739,British Steel,London,0.45000002,2,1,2,1.0,7,267,True,False,15.1,0.3333,0.5,0.3345,0.6,0.4069,False,keep,S2_mid,74
db71f827-9501-4b47-8dd9-2ea3dbb88abc,Mansour Abbas,Yesh Atid,0.5,2,2,3,1.5,5,3,False,False,1.1,0.3333,1.0,0.223,0.0,0.3946,False,keep,S2_mid,75
dc7138cc-0055-4893-ad06-e3ac6a474585,Azerbaijan,SOCAR,0.45000002,2,2,2,1.0,78,3,False,False,4.1,0.3333,1.0,0.223,0.0,0.3946,False,keep,S2_mid,76
ddf95582-0165-4160-9a04-f0e3cc678d7d,Black Sea,United Kingdom,0.4,1,1,1,1.0,157,1339,False,True,47.1,0.0,0.0,0.8144,1.0,0.3129,False,retire,S2_mid,77
e1d24af2-6ac4-453b-9108-1880046c0121,Anastasiia Berezovska,Interpol,0.5,2,2,3,1.5,5,19,False,False,30.9,0.3333,1.0,0.2882,0.0,0.4076,False,retire,S2_mid,78
e9787b0b-8951-434c-bed3-40ec6e13774a,Europe,Peru,0.4,1,1,1,1.0,1613,105,False,True,1.4,0.0,0.0,0.7502,1.0,0.3,False,keep,S2_mid,79
033c2cc5-13ed-4789-a0a9-232e929539b2,Arbaeen Headquarters,IRNA,0.55,2,2,4,2.0,4,1190,True,False,0.0,0.3333,1.0,0.2589,0.6,0.4918,True,keep,S3_high,80
12754069-edd7-4a01-8ab6-7b5395064b68,Greenland,Mark Rutte,0.5,2,2,2,1.0,38,66,False,False,25.4,0.3333,1.0,0.5893,0.0,0.4679,True,keep,S3_high,81
17891773-6b6c-47a1-a0b0-8609915577e1,IRNA,Iran Air Flight 655,0.45000002,2,2,2,1.0,1190,3,True,False,31.0,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,82
19298147-09d6-4d6b-91fb-43166e401423,Argentina,Latin America,0.5,2,1,3,1.5,676,44,True,True,2.1,0.3333,0.5,0.6123,1.0,0.5225,True,keep,S3_high,83
198ba832-2898-4f49-b2b3-094e28794f53,Judiciary,United Nations,0.45000002,2,2,2,1.0,25,844,True,False,4.8,0.3333,1.0,0.5241,0.6,0.5448,True,keep,S3_high,84
1ce2f13e-8268-46df-98c4-4cf9e768c9be,Hamas,Rafah,0.5,2,2,3,1.5,381,13,True,False,1.3,0.3333,1.0,0.4245,0.6,0.5249,True,keep,S3_high,85
2431ed37-d32c-432c-aef4-95ed8d01e45e,Havat Gilad,Nablus,0.45000002,2,2,2,1.0,4,73,True,False,10.0,0.3333,1.0,0.2589,0.6,0.4918,True,keep,S3_high,86
263dda19-ecc9-4afa-bd10-9d98af762d73,Alexander Bastrykin,the Russian Investigative Committee,0.6,2,2,4,2.0,18,12,True,False,10.1,0.3333,1.0,0.4126,0.6,0.5225,True,keep,S3_high,87
2e1aae9d-a003-4936-bdd7-f5beb2045373,Prada,Saint Levant,0.45000002,2,2,2,1.0,4,3,True,False,31.1,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,88
34d8e4e9-1e26-45af-9f5e-b71e46c97059,Taiwan,the China Coast Guard,0.45000002,2,2,2,1.0,261,3,True,True,3.3,0.3333,1.0,0.223,1.0,0.5446,True,keep,S3_high,89
37e191d3-f25d-49ff-8f9d-fccbbc130c90,Capitol,Senate,0.45000002,2,2,2,1.0,11,214,True,False,5.1,0.3333,1.0,0.3997,0.6,0.5199,True,keep,S3_high,90
3e7109ff-6934-4afc-886d-6ea3432c1ace,IRNA,Mohsin Naqvi,0.6,2,2,5,2.5,1190,20,True,False,13.1,0.3333,1.0,0.4897,0.6,0.5379,True,keep,S3_high,91
42e27f65-7add-4768-89c1-0fd1f46dd5b6,Dubna,Russia,0.5,2,2,3,1.5,7,6403,True,False,34.2,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,92
456cbc3c-3d7c-4b2b-b62d-46979def97ee,Dulles International Airport,Trump,0.45000002,2,2,2,1.0,3,450,True,False,4.8,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,93
478e526c-ba1e-4990-b378-7bb03e5d06e9,France,UEFA Champions League,0.45000002,2,2,2,1.0,1932,3,True,True,6.2,0.3333,1.0,0.223,1.0,0.5446,True,keep,S3_high,94
4db98e5a-fda5-4e7a-88aa-c6793339d467,Stade,Turkey,0.45000002,2,2,2,1.0,17,132,True,False,34.9,0.3333,1.0,0.4649,0.6,0.533,True,keep,S3_high,95
5283aad3-f07e-4ea1-a1c5-8a8ef4580efd,Reform,Restore,0.45000002,2,2,2,1.0,35,2,True,False,0.1,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,96
52cf89d7-508f-4596-8ca1-0c28a90157d1,Montenegro,the Islamic Republic of Iran,0.45000002,2,2,2,1.0,7,115,True,False,3.7,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,97
53caaebb-8e43-4f10-b75a-ffa8f7959001,Malaysia,Pakatan Harapan,0.6,2,2,5,2.5,134,12,True,False,0.5,0.3333,1.0,0.4126,0.6,0.5225,True,keep,S3_high,98
57fd6c20-7fe5-4f8e-893b-05128d5c19c7,Belgium,Jasper Philipsen,0.45000002,2,2,2,1.0,282,2,True,False,12.0,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,99
58ca0500-7d59-45d3-8b29-47ae30bfdc61,North Africa,Tunisia,0.45000002,2,2,2,1.0,29,121,False,False,3.1,0.3333,1.0,0.5471,0.0,0.4594,True,keep,S3_high,100
58d2ec95-2817-486b-b816-0d0bb5dd3359,Iran,two weeks ago,0.45000002,2,2,2,1.0,6645,2,True,True,6.2,0.3333,1.0,0.1767,1.0,0.5353,True,keep,S3_high,101
67e3735c-056e-4586-bee4-b0fc87ff57e4,Brownsville,Saronic,0.45000002,2,2,2,1.0,8,7,True,False,16.9,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,102
7404961a-a2e8-49f9-a572-90d47728eb7c,International Red Cross Committee,Russia,0.45000002,2,2,2,1.0,3,6403,True,False,33.1,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,103
7d6f1250-f817-42e4-bdf7-e070d0fdbfc7,Identity and Democracy,National Rally,0.45000002,2,2,2,1.0,3,22,True,False,33.9,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,104
7df920ba-8077-4e8c-affe-18af3e8df9dd,IRNA,Ministry of Commerce,0.45000002,2,2,2,1.0,1190,9,True,False,0.1,0.3333,1.0,0.3704,0.6,0.5141,True,keep,S3_high,105
7e3c9a64-395a-4ea7-8465-bafae0cc0a68,Ivan Mazepa,Mazepa,0.45000002,2,2,2,1.0,4,3,True,False,4.4,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,106
8354f278-3dbc-405d-b1a4-408504fc9d18,Domodedovo,Russia,0.6,2,2,4,2.0,15,6403,True,False,4.3,0.3333,1.0,0.446,0.6,0.5292,True,keep,S3_high,107
88060751-bbe8-4c5f-947f-ad58d86f18e9,Spain,Western Sahara,0.45000002,2,2,2,1.0,1292,12,False,False,13.9,0.3333,1.0,0.4126,0.0,0.4325,True,keep,S3_high,108
8fb08259-d81b-4b8e-b1ac-21015c4e18a0,Iraq,pro - Iranian,0.5,2,2,3,1.5,688,5,True,False,3.5,0.3333,1.0,0.2882,0.6,0.4976,True,keep,S3_high,109
92b32b38-37ec-4379-80e4-86ceb85e59dc,Cotonou,Istanbul,0.45000002,2,2,2,1.0,3,66,True,False,0.2,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,110
96617614-ee81-420b-bb0e-d788793ce269,Stade,the Luneburg Police Directorate,0.45000002,2,2,2,1.0,17,2,True,False,34.9,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,111
9b1213bc-2ae5-4bdb-b238-2dfc535d83c5,Hanson,Pauline Hanson,0.5,2,2,3,1.5,6,11,True,False,3.6,0.3333,1.0,0.313,0.6,0.5026,True,keep,S3_high,112
a0a3a964-8328-4e28-b15d-40fecbb59d98,Bubiyan Island,Kuwait,0.45000002,2,2,2,1.0,2,290,True,False,2.3,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,113
a4ce7411-6e13-48fc-aa9d-56e01949886f,Anapa,Krasnodar Region,0.45000002,2,2,2,1.0,11,23,True,False,30.2,0.3333,1.0,0.3997,0.6,0.5199,True,keep,S3_high,114
a83218c2-2980-4d99-91b5-9dfcea004bb5,Damascus,Jordan,0.45000002,2,2,2,1.0,201,313,False,False,27.0,0.3333,1.0,0.8539,0.0,0.5208,True,keep,S3_high,115
a8a708a9-fb9f-4377-85e6-08134e8f4743,Gholam - Ali Haddad - Adel,IRNA,0.45000002,2,2,2,1.0,4,1190,True,False,13.2,0.3333,1.0,0.2589,0.6,0.4918,True,keep,S3_high,116
a9311214-1a4a-47a2-a599-82a6bb223cac,Bab al -,Houthi,0.45000002,2,2,2,1.0,5,184,True,False,5.2,0.3333,1.0,0.2882,0.6,0.4976,True,keep,S3_high,117
ae039087-2c39-43b3-9bc8-bd0ee62b5f1a,Ansarullah,Sana'a,0.45000002,2,2,2,1.0,18,13,True,False,2.9,0.3333,1.0,0.4245,0.6,0.5249,True,keep,S3_high,118
b448210c-9596-4ad3-a1c5-9ba2bd355cd8,Croatia,the World Cup,0.45000002,2,2,2,1.0,102,228,False,False,31.9,0.3333,1.0,0.7455,0.0,0.4991,True,keep,S3_high,119
b4d1c2d4-dfb1-41ad-939f-78c1536932e4,HOCC,Houthis,0.45000002,2,2,2,1.0,2,209,True,False,2.6,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,120
b7b065b1-1f13-4e0d-8d98-b970ba0aa96b,Caine,Donald Trump,0.45000002,2,2,2,1.0,7,1492,True,False,8.5,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,121
b7d25fcd-b723-475e-a84d-5aac2b7293ea,Trump,irans,0.45000002,2,2,2,1.0,450,7,True,False,4.4,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,122
b8514476-6da2-4d47-a30a-066ee5d637a7,Muneo Suzuki,Russia,0.45000002,2,2,2,1.0,3,6403,True,False,9.1,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,123
bb729fc0-9097-45fc-bdc8-437130b0eaae,Benjamin Netanyahu,the Abraham Accords,0.45000002,2,2,2,1.0,241,8,True,False,6.3,0.3333,1.0,0.3534,0.6,0.5107,True,keep,S3_high,124
bdb7b44c-a5f0-4112-8d2b-8bc9c04dae2c,Kathmandu,all - Nepalese,0.45000002,2,2,2,1.0,8,2,True,False,1.7,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,125
bf0e333c-40f5-426a-8120-70985c900e48,Red Crescent,the Iranian Red Crescent Society,0.45000002,2,2,2,1.0,12,16,True,False,16.1,0.3333,1.0,0.4126,0.6,0.5225,True,keep,S3_high,126
c1c21ea5-61f4-4268-abe9-93b15443ad5c,Bundibugyo,DR Congo,0.55,2,2,2,1.0,16,185,False,False,2.9,0.3333,1.0,0.4557,0.0,0.4411,True,keep,S3_high,127
c2e0de12-4243-45ab-92f4-3ce7c28c8be3,FSB,Five Eyes,0.45000002,2,2,2,1.0,92,2,True,False,6.6,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,128
c70a4c34-755e-4eb9-9936-82c4f198bdb0,Alexey Kondratyev,Kiev,0.45000002,2,2,2,1.0,2,669,True,False,16.1,0.3333,1.0,0.1767,0.6,0.4753,True,keep,S3_high,129
cd3cab30-5c92-49f6-88cc-49091f0f9ef1,London,the British Museum,0.5,2,2,3,1.5,267,3,True,False,11.1,0.3333,1.0,0.223,0.6,0.4846,True,keep,S3_high,130
d29a3495-d5f8-4772-adeb-9559a7db85dc,Bastille Day,Paris,0.45000002,2,2,2,1.0,7,313,True,False,20.0,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,131
d3c4661a-a91e-49dc-880e-7fd197207af8,Remco Evenepoel,Tour de France,0.5,2,2,3,1.5,4,46,True,False,13.0,0.3333,1.0,0.2589,0.6,0.4918,True,keep,S3_high,132
e74852f4-2cad-4ffe-a293-9fb4d83127fe,Nazism,USSR,0.45000002,2,2,2,1.0,22,25,True,False,5.2,0.3333,1.0,0.5044,0.6,0.5409,True,keep,S3_high,133
e7f9e8d9-4057-407a-a8d7-8d6a7b6e8e12,European Championships,France,0.45000002,2,2,2,1.0,2,1932,True,True,3.1,0.3333,1.0,0.1767,1.0,0.5353,True,keep,S3_high,134
